account_age_days,email_domain_type,phone_verified,address_similarity_score,total_orders,avg_order_value,cancel_rate,order_frequency_per_month,num_categories_purchased,category_concentration_ratio,num_payment_methods,payment_failure_rate,refund_rate,same_card_diff_accounts,replacement_rate,replacement_to_order_ratio,common_return_reason,is_fake
232,yahoo,1,0.04077327434137146,35,884.9890739461887,0.39928654633322214,20.161112702487504,7,0.9044243334605239,10,0.08862515521567065,0.4320626781713094,0,0.14954081463054103,0.1004243454594819,Defective,1
108,yahoo,1,0.6722715076341925,24,776.0899656901594,0.0934389819825503,24.54472103848958,19,0.2086832724848191,3,0.10821282967182919,0.2604002278344424,0,0.16379666077425248,0.03643095159476215,Changed Mind,0
1169,gmail,1,0.34515746413598014,26,447.49990581615714,0.16876988147198752,13.83282346300377,2,0.405258116799475,2,0.17250594685830725,0.23915709189431522,0,0.06818517798598443,0.19263650796105167,Defective,0
110,yahoo,1,0.017589916212524592,18,658.1714706694935,0.12417744113454038,13.390660436834889,5,0.29331299403918853,6,0.5007280384188885,0.4934854284747807,0,0.25780352613735846,0.34260347651278933,Other,1
227,gmail,0,0.2513740072904138,15,675.3573945743333,0.5176045852682716,22.658372971589106,14,0.2519286941852415,1,0.30549548344799377,0.020232508232629287,0,0.3104775962748447,0.13939804984759854,Wrong Item,1
110,yahoo,1,0.3093267742168119,20,564.4918899108295,0.3888038960774955,15.003558390456224,15,0.5457354576038299,8,0.35270831654115087,0.22496581519606412,0,0.23972607476694674,0.20541140723116647,Wrong Item,0
1493,gmail,1,0.616838376784242,19,561.766125015532,0.28109744211484095,23.568377542474142,2,0.9829975718649198,1,0.12073992863535077,0.10710152210678026,0,0.25745271484283466,0.1312764991954316,Other,0
33,yahoo,1,0.1725857940492721,16,218.79309207860115,0.5681658325297698,1.6234925899049968,6,0.44379283511912115,10,0.39269442987730335,0.2136645235596507,0,0.3488959892121186,0.16112937826728763,Changed Mind,1
622,tempmail,1,0.413054347953398,20,427.6831967497157,0.4414957772358605,25.7289185165286,12,0.5395737336966631,2,0.503277792292502,0.08096949835958017,0,0.36706440019582504,0.056039368378137146,Wrong Item,1
1799,outlook,1,0.4824754444178325,19,540.4069669526185,0.5593356682079639,7.862119329965722,8,0.6727994996098254,3,0.12005928717183653,0.07195770160170845,0,0.27116140588934967,0.27743084214548336,Wrong Item,0
1959,gmail,1,0.4592373913640909,18,456.8579025841499,0.3585557761354516,5.075838704287841,11,0.7236316410117918,4,0.035064018494655104,0.13363110587967247,0,0.06743908445153478,0.01971122784443069,Other,0
1392,gmail,1,0.9739407666667818,26,386.0839828943167,0.08283414677472553,0.9688052240965805,5,0.5058785988312162,5,0.3984271642827985,0.06248581788452545,0,0.04638620468348997,0.3896649362448788,Wrong Item,0
747,outlook,1,0.04550423779029611,24,865.2728382797536,0.405256263867134,25.022192971298157,5,0.17211577109179743,4,0.48952451457225393,0.4739886502718634,0,0.33462631005438803,0.15362784048806197,Changed Mind,1
594,gmail,1,0.9509681864523993,20,574.0187283388301,0.120894696394111,1.803458726271716,20,0.8552073277852686,6,0.4105704564214015,0.062666239063978,0,0.2604255258370636,0.10858923291213284,Wrong Item,0
1577,outlook,1,0.5819372139940333,17,1141.6854301341082,0.2075811550006415,28.632912474521703,12,0.5969513666771635,3,0.25706105462620726,0.2329717238830245,0,0.08723491800593877,0.235906447777963,Changed Mind,0
424,outlook,1,0.7957277149698383,22,655.6868747665657,0.30577076028774125,16.945260482558115,16,0.5214143630147855,8,0.39210936786166384,0.3897105579939961,0,0.08382505572879695,0.3610647857120997,Defective,0
612,protonmail,1,0.4303926180160754,22,860.0387981711742,0.09441958923702043,20.960495547814727,5,0.8571838822266497,2,0.5981599929449741,0.4223627120713999,0,0.021431127830109854,0.35353862654409807,Defective,1
1541,tempmail,1,0.45383788125698044,22,547.9694887579332,0.012468829709668982,21.759312661700495,18,0.6384490428542993,9,0.3741588563094724,0.4804165077269711,1,0.20240864532198077,0.3700713451778304,Wrong Item,1
691,gmail,0,0.8793264990158236,14,434.5813085195068,0.19625156392241894,8.780534662965783,2,0.2911748358502946,7,0.3168814747755776,0.2780507664888089,0,0.04784133489086156,0.03767854832451487,Other,0
1305,yahoo,1,0.8959344962919021,19,665.7123012839485,0.49458946145307114,24.193750437290294,8,0.48105917043189705,8,0.3238562199827215,0.15596113285636265,0,0.154034120522775,0.0906490613700985,Other,0
1343,gmail,1,0.23868888143129763,18,923.8790176902869,0.00922797672496327,28.387220280754196,14,0.7194397964039749,6,0.28141950231308804,0.3191413569617915,0,0.08000924539273538,0.029351690524539054,Wrong Item,0
1761,gmail,1,0.19924187858461817,22,577.7318911364019,0.06566035991676808,11.095533288748765,3,0.9870782447891387,5,0.4127008977086491,0.29691842734166707,0,0.2915540763607944,0.037201332845272495,Other,0
1466,companymail,1,0.4962351738699511,25,711.6945459452983,0.4841129140420309,25.06048171932255,15,0.6510680784219772,5,0.506863872323294,0.2951172435866567,0,0.0020961103820710926,0.07524054343175651,Wrong Item,0
1975,outlook,1,0.9002770271276916,21,664.3901078630981,0.1835110217700145,23.161194459324395,17,0.27497242909497965,7,0.4324838618909582,0.17805876803287524,0,0.15140270252101273,0.048111195265962,Wrong Item,0
314,yahoo,0,0.3223550934061763,23,575.499769435047,0.5629281086885896,17.687876161921636,13,0.11559290865615365,4,0.13523596842748886,0.43922966765140975,0,0.01789363954812173,0.13276718291759085,Other,1
876,yahoo,1,0.6520146153391313,21,588.293883647191,0.22814648579537894,11.02847933948757,15,0.37321577617233104,1,0.2199945363198062,0.27746013805034353,0,0.01982965082337822,0.16343218066724619,Defective,0
1989,protonmail,1,0.7081516877406011,16,350.3813428199396,0.47802235745066957,12.455558815877325,2,0.48507080535435987,6,0.35454128372861976,0.30218509682894723,0,0.038276115996548836,0.13564946363156408,Changed Mind,0
1764,gmail,1,0.7786746648941558,14,597.2278666241884,0.15527390475729277,9.228255576267182,17,0.6604540644209382,5,0.5958933716643453,0.2163682083956293,0,0.10981848937785138,0.1633372865139262,Wrong Item,0
1400,yahoo,0,0.5639244579209632,22,763.3234908485828,0.03709874304930418,12.78811442301604,1,0.2752397922802662,7,0.04115483845943411,0.11622415675149261,0,0.3132832780128485,0.34714525636722193,Wrong Item,0
1312,tempmail,1,0.4024551782789696,18,673.9280295359248,0.5289326914285506,29.688807549644388,1,0.17547196024986544,1,0.11315050800359505,0.11221757811194688,0,0.21805968325155575,0.3311141712311425,Other,1
1460,tempmail,1,0.9670159887989729,19,646.0451319091135,0.5563778853897453,10.902443092375162,15,0.30130235249224047,7,0.46482986341686683,0.3157208281876656,0,0.0558270064854705,0.3850569467696498,Defective,1
661,outlook,1,0.6113307533028527,23,781.2528615552156,0.4248597947935309,19.965292606516638,7,0.5809850539282732,10,0.11538025913177238,0.00649517358527929,0,0.15616341222561575,0.315014565784716,Defective,0
276,tempmail,1,0.7285652116332708,21,648.7337275879707,0.46204069415768717,9.588192999434364,15,0.21721824857197294,2,0.4035350637310036,0.466455542908489,0,0.3648220960604502,0.336765648295411,Defective,1
1733,outlook,1,0.34498284569587834,23,603.4789847129551,0.004276572055140426,13.99943207066831,20,0.2381376035704825,7,0.596605962429952,0.21802854648884284,0,0.16836165846828088,0.27755069820014616,Other,0
1605,outlook,1,0.6699491810030801,22,783.7901017402579,0.4522941105958835,2.513219952400413,20,0.9064974174934083,10,0.384483391108887,0.42986716412751796,0,0.37929739064298773,0.0697298287095665,Other,1
1526,yahoo,1,0.2577976621641259,16,634.149904587242,0.28331783213329614,22.897027076869367,7,0.1804386987923532,2,0.2874518125249826,0.21584850006281187,0,0.3676809139596371,0.3746240594593073,Other,0
623,outlook,0,0.24509691752863616,18,540.8511764643895,0.27167427276855466,19.830733417036104,4,0.7290893258195904,3,0.4995854618856576,0.05853448544014711,0,0.15885814034225781,0.0836789339187995,Defective,0
515,yahoo,1,0.7147222018094264,29,717.0675637867337,0.3240419522822527,10.424550244500338,11,0.12221692551679086,7,0.4630671101737497,0.052938836512817,0,0.2594225752133669,0.2710206333088149,Other,0
1373,yahoo,1,0.5213947362629351,18,591.1953986081946,0.16272612972572958,15.74534046491655,12,0.6282923984548938,2,0.4265163469540553,0.0007499055692039014,0,0.3150871473778235,0.09189208449424752,Changed Mind,0
842,yahoo,0,0.6832766104223897,20,529.6216357031993,0.4177731328865413,26.166655080872744,13,0.8423999027378706,4,0.07031612980110229,0.14487761078342903,0,0.07205680965994601,0.035870621066918455,Defective,0
1469,gmail,1,0.2694384907480917,14,638.855556300186,0.17735332321620467,1.3329814698318032,5,0.5809232205614696,9,0.3790601426782446,0.21612989388349252,0,0.21210039082630772,0.07844607565345121,Defective,0
1853,gmail,1,0.5987233410567304,20,641.7727114801828,0.3351639827804281,27.90649490243186,11,0.32989852555688326,6,0.007959150430683891,0.011927815083001947,0,0.04125771168764678,0.09283748299341515,Other,0
349,protonmail,1,0.44393364970311255,17,324.09381901625386,0.08215633728692097,14.123988074171352,6,0.11828285635200878,8,0.033903285604959234,0.226919833728292,0,0.20132749159001984,0.15219840462378098,Other,0
1630,yahoo,1,0.5969602868455279,19,683.3076168250308,0.40504538107008053,25.789662165195892,5,0.10896657337478605,9,0.023175032134632366,0.06487698605678982,0,0.05132794854829386,0.027684670938978286,Defective,0
1687,gmail,1,0.29087973224421937,22,1061.6282122712923,0.11376765873297927,25.844487740881156,13,0.8391120691149707,9,0.06535038292238546,0.269862952988628,0,0.30988916534911026,0.23427869939700555,Changed Mind,0
822,gmail,1,0.7154509636491239,17,355.09720204787396,0.10224839144885152,1.7613683040671768,7,0.6651195774275365,7,0.259497872123594,0.3076931636980749,0,0.24632497275977505,0.3195474962152114,Other,0
1160,gmail,1,0.8059293661594655,29,474.35606909037807,0.014569897421620003,23.447837156827223,11,0.5095486419044725,10,0.5677323756191943,0.2538526355789797,0,0.25897720686131004,0.3057892379160352,Defective,0
758,tempmail,1,0.25991647385772365,20,1295.006555809737,0.07307146546188878,21.986021582795406,15,0.5556063085369283,2,0.04492917894699866,0.2587986077830018,0,0.09829074567416636,0.3349584833194668,Changed Mind,0
898,gmail,1,0.30062055985564207,25,394.46682791961746,0.13954214704735965,1.295806410142799,6,0.5776509183578833,6,0.4327900834417937,0.08119192693588306,0,0.2434514366634328,0.39178323551886424,Other,0
242,tempmail,1,0.661154269719093,16,921.5975192907501,0.13338561641365565,28.21613611069503,6,0.4226733218662505,8,0.30440074860121574,0.29928728352000983,0,0.2995770611666474,0.39832759762058917,Other,0
542,tempmail,1,0.6955851743035442,21,542.8234610773167,0.1966028575669995,19.036447081604216,11,0.8474058800368165,4,0.16550679230218485,0.4883906732263217,0,0.1241850478374582,0.16418714063894138,Other,1
1063,tempmail,0,0.7040996843974501,30,615.0349980774306,0.0326498508462719,5.026020258299358,16,0.9942781416336374,9,0.19015102663683184,0.48790972813596967,0,0.378793520617005,0.20083802241548343,Defective,1
228,gmail,0,0.6826985047758368,20,567.2080482366264,0.5611188111119599,3.69291583111616,13,0.5602176033792075,8,0.013716540720471126,0.1745720774010966,0,0.150549253789135,0.19927324451416722,Defective,0
547,gmail,1,0.3928077169525388,11,706.4251553701665,0.07150552760861081,16.859189770422677,3,0.544160518725228,1,0.4202483201175898,0.3642249863019507,0,0.14356383036396347,0.25682115265143185,Wrong Item,0
919,tempmail,1,0.39485367440367836,17,205.0617058752561,0.42117832737720295,1.7650279340943065,18,0.9340137945021931,8,0.06024819721685206,0.22078593199729546,1,0.15406554414635837,0.09827625025499392,Changed Mind,1
1246,gmail,0,0.25481762364438143,16,646.5651143495478,0.32104390190972054,4.932290842199314,19,0.6961367311945659,9,0.020817675643730982,0.06888004135798859,0,0.3612221395525042,0.30903293876982074,Defective,0
5,yahoo,1,0.15683369989636298,18,499.159537658859,0.3316732829484868,28.453566167259353,16,0.6747301660056283,1,0.28098786653692037,0.3701897227527884,0,0.12284376806920316,0.0506726190993327,Wrong Item,0
1345,gmail,0,0.6925773793969057,21,134.23152626400093,0.06331009531245987,22.342225761806112,3,0.15562499359550996,9,0.2864052595123978,0.1720210362021133,1,0.24545465767256192,0.38047950282144644,Changed Mind,0
467,tempmail,1,0.09318878597231284,23,880.2222569223055,0.14592896529687585,18.404673361670483,19,0.540571290662403,1,0.3928373435945522,0.38046426919215054,0,0.10556741402524038,0.04989590697188034,Other,1
1755,tempmail,1,0.9377922867867816,18,73.1243083345505,0.4679287766811353,6.264588743332256,14,0.641335417566772,10,0.42386263412315267,0.18968834644769555,0,0.3103307249092663,0.29706607392515005,Changed Mind,1
74,tempmail,1,0.8266863036714514,16,1137.1115575981778,0.2782118749627533,6.555474327407166,18,0.8364529936678065,7,0.30527308564631545,0.08750729265112689,0,0.3953846732943808,0.15886689350228855,Wrong Item,1
3,gmail,1,0.8575057399572561,26,754.2382962885521,0.2742406903722344,13.374879737665498,13,0.7601233865767895,2,0.4248210446583075,0.42651014812258675,0,0.38952249373048015,0.2535396367913469,Wrong Item,1
1870,yahoo,0,0.9066688146151902,13,259.7510528055708,0.3275470775736806,22.621627981660186,12,0.9914036390657699,4,0.1501413964148275,0.02593159162733205,0,0.04740211115986477,0.12572406049233203,Other,0
645,yahoo,1,0.4086049707232401,14,934.5234120043012,0.2602835331055393,0.1178881224450834,3,0.17047479896284734,8,0.08622109337457577,0.18278589501363224,0,0.32452072735022275,0.047876590489256854,Wrong Item,0
117,outlook,1,0.846700723350401,19,412.40513307705925,0.4836815586368617,1.3282579998292943,5,0.5921875455384289,8,0.5588821284288078,0.3362693787225348,0,0.2590227485966527,0.3752226809730084,Changed Mind,0
880,gmail,1,0.15806130029164933,17,423.7940292799584,0.44922311873322734,26.10334862274943,1,0.19990303872690818,10,0.223957242877491,0.443181761783813,0,0.30257372830153056,0.2040354938137278,Defective,1
1629,yahoo,1,0.021641794608235676,19,149.75742180768583,0.19020253011670757,24.421970461281177,13,0.8234459278738615,7,0.054035920683943695,0.08055289347714473,0,0.1527127078297515,0.12020862504976333,Changed Mind,0
503,gmail,1,0.7848913946638502,27,384.00927502673187,0.4872486678730216,20.840434560249413,15,0.6175805711624958,4,0.496267935763712,0.04802743290629785,0,0.13904948044652418,0.24979835240332743,Defective,0
946,outlook,1,0.0747966479969393,16,413.4578070253848,0.31116385807675095,14.98596035066463,6,0.3465993557474959,4,0.36785836272454625,0.1510688756820629,0,0.17357056367749668,0.10316465998112077,Other,0
573,yahoo,0,0.9885246673259216,25,804.5365214063022,0.3766420999419762,4.3538033362917785,10,0.4962463035443323,6,0.3551696532940838,0.1280951033379537,0,0.3987894963980409,0.01618059602243136,Other,0
1464,yahoo,1,0.674796429601556,17,891.7984665323144,0.5197054991356894,3.066995738860747,14,0.9380102842050034,10,0.07956767327917709,0.3471216206447778,0,0.06504016773795147,0.3174623636726929,Wrong Item,0
193,gmail,1,0.7534497102421055,17,289.80280533893904,0.2855959495472434,27.161289824791293,16,0.801597541408405,5,0.45442672404567663,0.1188331039516593,0,0.36763322729919246,0.3983460729311941,Changed Mind,1
846,tempmail,0,0.24580385627786594,17,667.6349923394696,0.45375621753171463,11.475655186239997,15,0.5786223434845184,9,0.12217278821954551,0.31198764138488994,0,0.21528070673903688,0.3825775001262494,Changed Mind,0
714,yahoo,1,0.6738653939196881,25,139.93633668562376,0.37685241546302656,20.871678517647023,4,0.8209580739090208,5,0.025253096836428377,0.32800327099398074,0,0.2636762963167613,0.35189974729587065,Changed Mind,0
1415,tempmail,1,0.04321993725495721,18,668.586193722173,0.2560469647785296,13.685942468630913,1,0.12754354569627277,6,0.09663510635683038,0.4027921413826814,0,0.0352601822882761,0.29896915410752906,Other,1
1049,yahoo,1,0.8378257199236009,22,1140.52004518523,0.4734290198267715,21.927867596212245,5,0.907347466939711,8,0.42034298216890686,0.3017116000420837,0,0.33125443672098176,0.06477904507154397,Changed Mind,0
1458,protonmail,1,0.16962409303157244,18,155.04689279895058,0.06309547072213155,5.799266440790478,17,0.7767828940928542,10,0.47470181186203625,0.4604915722766538,0,0.035795348169694874,0.06231438817436592,Other,1
172,companymail,1,0.6973580668337706,18,346.33336445829167,0.34873213038488876,14.537037575031984,3,0.8168675190990545,4,0.14795694242251914,0.3460483184939958,0,0.2736554986002388,0.05987082017911108,Changed Mind,0
1323,yahoo,1,0.22448050123272834,15,781.8188036434053,0.027846454423473287,11.305990590040953,10,0.5827472284574837,10,0.18902355837872756,0.12122155862523432,0,0.25465360099691264,0.18384498238634925,Changed Mind,0
1668,gmail,0,0.06845316942604274,19,811.2986187425403,0.09370147665280397,7.351611014345033,14,0.725436014440337,10,0.09764159105962768,0.4699331126114259,0,0.39561172944605866,0.1904013851229657,Defective,1
325,yahoo,1,0.4814936785493943,13,364.72081373149865,0.3593241824466796,17.931334134055167,9,0.6777104589227706,2,0.27165257856984804,0.0949901084645543,0,0.35056998128069783,0.23103623171497478,Wrong Item,0
1433,yahoo,0,0.16928621027278945,19,968.3954338395239,0.18456401795966995,16.109198830519304,16,0.8318090910670219,2,0.1320343029084436,0.09299793876030016,0,0.15363710637239822,0.09068796351566132,Wrong Item,0
1141,companymail,1,0.7294439883265498,22,396.1053918818317,0.15748499324780732,14.870736909694775,18,0.7341378560434351,10,0.5904636498415501,0.37114321802709305,0,0.3622878490228991,0.015885625387364977,Changed Mind,1
835,tempmail,1,0.23756584338348485,30,1018.3669019007497,0.573503215241672,17.73308211432332,11,0.5524999617846157,5,0.46017640875993354,0.2595031116865423,0,0.03135905723939878,0.040304939851909666,Defective,1
1810,tempmail,1,0.34247255623582884,20,717.162922010231,0.21954337373326374,4.275923089413169,5,0.1765569762563435,2,0.3582684308606493,0.08001518979524735,0,0.10942088291821582,0.027760305510809814,Wrong Item,0
723,gmail,1,0.5674392512644729,18,917.8037630092575,0.3388448821354838,11.116450025607733,13,0.994651173843241,2,0.43279623035065945,0.05696630735256142,0,0.37220728710524664,0.31712481989661967,Changed Mind,0
224,gmail,1,0.2849682775773116,21,692.7070315663653,0.32054926276672124,9.74022820252779,12,0.4169763949784686,4,0.10014570925659338,0.08469804457523222,0,0.21236447397993966,0.05387793854152317,Changed Mind,0
531,outlook,1,0.37798811620996164,19,764.2410260885824,0.03721105388279,23.07526262260358,10,0.784382651148628,7,0.4461614369090994,0.4632333010889655,0,0.12145896836329256,0.30018282240915684,Changed Mind,0
112,tempmail,1,0.8156217710403867,13,777.5331316448091,0.4045654430163019,1.0717222483132216,11,0.6500301664055489,1,0.20780085635314083,0.2932401047312503,1,0.07460414203308545,0.04284063055290051,Changed Mind,1
139,yahoo,1,0.1792098495610257,21,886.1966356583484,0.30774079180252323,8.457932785549099,16,0.9799920702843732,5,0.28172986077243084,0.3645803303796107,0,0.16343223104280324,0.19833419648361172,Wrong Item,0
558,gmail,1,0.08220158948193368,19,591.7930499606421,0.22885027007895684,27.548829305528443,6,0.9674540125037492,3,0.5311686761014504,0.06400922182167884,0,0.37100004604053327,0.11514382729721367,Changed Mind,1
0,tempmail,0,0.3283577851330193,13,375.0240412286379,0.03961008963975625,9.010519467460494,3,0.4910679679092961,3,0.5665263052725427,0.18964979550360977,0,0.37267075965130375,0.26057191153203774,Other,1
89,tempmail,1,0.42437676701387816,27,580.2652182492509,0.1758083909920287,4.556984266404248,3,0.866985663451576,8,0.46113771597132314,0.27847400996062505,0,0.2476048633787642,0.05839271359808782,Other,1
653,gmail,0,0.5426592821365677,25,433.1280421897667,0.5304572254835995,22.72036189273148,20,0.20834056573216994,4,0.460552619586913,0.25487588914802534,0,0.035635790595513805,0.23544566302619427,Changed Mind,1
319,tempmail,1,0.37242369617500704,20,449.48197304060886,0.10422682398448146,1.4353257159107113,18,0.2902852236471651,6,0.44671996286339843,0.18629076056779137,0,0.17137537365405486,0.2286357160077282,Wrong Item,0
1573,gmail,1,0.7899117002228051,23,1013.694309950102,0.13160018385097252,12.78959549619644,11,0.6159962173287662,10,0.37583560326500537,0.047884587327211736,0,0.22329439411642135,0.16118114396803673,Wrong Item,0
1828,protonmail,1,0.03931948766847326,19,755.6819726890865,0.12317641864186284,25.66073278935192,2,0.2908078247241323,1,0.11732894495513213,0.34143820998490765,0,0.29623647891646926,0.19299648598577732,Wrong Item,0
1917,gmail,0,0.43176753819855795,19,744.1843705582286,0.5344828915541001,28.622844321427245,3,0.2070227755062402,2,0.3530556005367514,0.298964671557252,0,0.36500678412239473,0.05879087877293863,Changed Mind,1
138,yahoo,0,0.3822559146564046,21,868.1608856052815,0.4199972896309961,7.470592708603327,13,0.2826019427907681,8,0.033955998963898094,0.21024525726641652,0,0.3984125182838782,0.3242056274955146,Other,0
1534,protonmail,1,0.647578490806859,15,754.3776231913486,0.5291058378328812,8.886067013088443,13,0.39914671272200475,6,0.0184241131319558,0.4635084924913371,0,0.16451230345471243,0.24190315312317456,Changed Mind,1
1891,gmail,1,0.966276251897396,24,1066.7693737084437,0.5482478999260998,17.017533146359327,8,0.98429115984527,8,0.5027973835887234,0.3780211518321748,0,0.35357409553539687,0.047779200986032104,Wrong Item,1
844,yahoo,1,0.5103754066288622,15,76.33891792180395,0.5567805210959338,6.796546750053033,5,0.1791316877419769,7,0.3243200893620035,0.18241352087446056,1,0.3309777383595138,0.3670151361348663,Defective,1
258,gmail,1,0.9868768469417205,21,350.60184705080553,0.29142936770042677,4.522321996293723,5,0.17688146766882595,6,0.009832656775088244,0.02639709602140633,0,0.23335443708719988,0.24905058424928359,Wrong Item,0
1696,gmail,1,0.30224939491319747,28,424.83203795670727,0.2857343106351377,12.77944533173889,18,0.13945854905389346,3,0.1636313080166907,0.4001949716890292,0,0.22746051517794486,0.06893455895671977,Changed Mind,0
901,gmail,1,0.030868132542461013,22,256.0708806322757,0.49735370415406005,2.1674423863764156,11,0.3153721333644456,5,0.4097622983593166,0.2200629231362521,0,0.39260793934731825,0.08967272847510462,Wrong Item,1
689,yahoo,1,0.16566316747641274,18,628.2306928303232,0.19915600449118798,26.82659913583771,16,0.20058330302923028,7,0.5636142611246415,0.23611686464625242,0,0.15035957810720815,0.08165575528086683,Defective,0
9,gmail,1,0.3951248847745673,16,639.9831738574912,0.013326677711954194,10.025898658249387,17,0.13972549267984968,4,0.5064621404381966,0.29367625275524845,0,0.17476271976000535,0.09012095502573336,Changed Mind,0
260,companymail,1,0.3163339091885522,15,1093.8340596547198,0.1989286302091923,10.088523739399577,4,0.5005842434633797,6,0.2670745740427647,0.33023240404899046,0,0.20101185879130049,0.08390889875851998,Changed Mind,0
1942,yahoo,1,0.09705413098337767,20,825.9472854631765,0.4298101982432064,23.741193395372033,8,0.8241534467933181,1,0.1713420693518505,0.3043200255116364,0,0.2866715628308604,0.29838895064220544,Other,0
1673,gmail,0,0.43266010769071683,14,473.118392127981,0.07416843096724157,10.24645072217867,9,0.18962197556092175,2,0.1860718255242583,0.14068107845701272,0,0.20961352058894,0.23655993730554106,Other,0
171,protonmail,1,0.33811577165956275,16,723.5898701243535,0.4708685147393456,22.827205708613466,15,0.19527272739138246,8,0.4401750147355635,0.08895087269039387,0,0.2400941839768756,0.09334060875244328,Wrong Item,0
897,tempmail,0,0.12261922045743845,16,143.25496989283909,0.48928459046774936,5.437260420272158,6,0.8302806274004602,6,0.4826581484214071,0.014021653216949426,0,0.15311389137568293,0.3727808265064556,Changed Mind,1
12,outlook,1,0.2961171306119089,13,635.5638066240172,0.060547419620605565,15.869650122901158,4,0.39479342606854273,10,0.2192819066090356,0.006533316554220681,1,0.025190521996829987,0.004646668294134004,Wrong Item,0
1191,tempmail,1,0.8864360553553905,20,622.1968286529932,0.058703571869659105,23.05534408493167,15,0.5502045110544889,6,0.3737157297455159,0.4444276912525448,0,0.24325555740762086,0.274236531771168,Changed Mind,1
1665,gmail,1,0.3020488654893402,30,374.475650658758,0.11928728791977025,13.496973090812281,7,0.8028302974432088,8,0.4473690287498217,0.4972693004069063,0,0.24796336296701324,0.21735365136990603,Changed Mind,0
1619,gmail,0,0.7139554232420516,15,549.7006578177613,0.21383363595251922,2.154397919043701,11,0.4679322378020543,8,0.5074231807442079,0.17882203195496937,0,0.12304284593153314,0.2125745455875593,Other,0
320,tempmail,1,0.6120470796577556,16,426.8656276808707,0.31964014115797307,22.107070491227446,1,0.11782177728672873,1,0.38455214830886814,0.10651123582844474,0,0.24760084404109303,0.22054090997402276,Other,0
1342,outlook,0,0.4271811624083718,17,366.8636704444345,0.2913251988324644,14.82169481394254,17,0.47454325590827595,9,0.5185778023381841,0.19967699765220182,0,0.24716631060061411,0.19465077293165753,Wrong Item,0
1636,gmail,0,0.23902563680366917,22,768.6247851319689,0.5119010923152318,9.492483693333707,17,0.8978360281223152,4,0.1689297388920783,0.05162433422902668,0,0.1440951013594197,0.37859131802348617,Other,0
328,outlook,1,0.36901469934594544,23,858.4777984537509,0.08533919224606198,29.78387204561961,18,0.21022595294885452,2,0.4192673125395784,0.31485861436292956,0,0.2921670991433742,0.2474960455797223,Wrong Item,0
784,yahoo,1,0.5921072134710428,14,727.4988852453698,0.41854363331914163,26.282166768227338,4,0.7085818401024131,3,0.24123386632538052,0.11250589666369326,0,0.23573669229477656,0.1837573706366727,Other,0
776,gmail,1,0.35075321474935495,16,490.47383264510415,0.329331951131038,1.1346764874370896,14,0.5475339607249646,7,0.5571823383630352,0.1587117564691089,0,0.0406705338069874,0.34402203731190106,Other,0
1994,gmail,1,0.21489643357423183,20,434.36160085032867,0.4420948938973332,17.809620904751426,11,0.5787537099370833,9,0.13126595036788283,0.42772445884283655,0,0.18792859081213262,0.3558628012431233,Defective,0
910,gmail,1,0.1164627488916321,24,498.25000432839204,0.20516785609746227,10.637061935542448,17,0.8470469875677954,7,0.47241639847749467,0.2845490078499839,0,0.3512692678642597,0.3097614210643681,Defective,1
1943,tempmail,0,0.8797669379095653,11,544.9980264528269,0.2828277772367267,1.1221556712659442,10,0.8072684217268662,1,0.5589943546938226,0.06740940881165464,0,0.30598049059340177,0.2295240494965765,Changed Mind,1
1573,yahoo,1,0.44031297575190564,21,381.9774354520524,0.017155793511640472,0.3389108078735814,19,0.9864616745909208,6,0.4094653479230128,0.04776164269127786,0,0.0565367446100201,0.01708037906365827,Wrong Item,0
1442,outlook,1,0.6252083217429301,20,863.4559967940054,0.06966354544618776,17.512733475134755,16,0.2513716183318483,6,0.4734069267980995,0.3270927491016332,0,0.3809645176860214,0.36404210437260676,Changed Mind,1
1629,yahoo,1,0.49041036113680525,18,549.4315671523956,0.22499736717709903,9.603919780803668,19,0.32835731129343454,5,0.5316942588391225,0.08132993006866468,0,0.10039292308229478,0.32702566859771565,Wrong Item,0
1118,gmail,1,0.8725665183579634,29,791.2202124946014,0.28875284466907275,21.09948619414069,20,0.7719862142107453,1,0.185717487521265,0.09840156040638642,0,0.13866293299414592,0.37340471158169075,Wrong Item,0
1840,gmail,1,0.5469348524482108,11,250.01978939860277,0.05144813583858782,13.63263858686966,14,0.8552894147458858,5,0.0747111867870456,0.3008933339145502,0,0.08229568350732906,0.053812665321654324,Wrong Item,0
1604,gmail,1,0.48078141794911333,26,427.9148771680027,0.4949929494763834,22.9949267773602,15,0.8398023059004572,5,0.5619004224392103,0.4552881684497304,1,0.2916029426614673,0.3844581567244893,Changed Mind,1
317,gmail,1,0.9246009904217126,25,814.8483492881421,0.5676314174001491,24.39195704025598,11,0.5109190099108228,8,0.022502496002549832,0.27071089083480915,0,0.22341524701054896,0.38627850304241695,Defective,0
1979,yahoo,1,0.7196895960453545,15,818.3864941043404,0.35783848670796115,19.71703215032175,19,0.1971928752401314,5,0.2907656854971778,0.23415834313611178,0,0.22872086098275934,0.1813554122150751,Wrong Item,0
235,tempmail,0,0.11154990734685732,21,299.3675137977891,0.03204115273002823,12.539178254132747,8,0.4301686527501961,5,0.19347864211819446,0.4293377995865678,0,0.27688093321170476,0.0297502050476135,Changed Mind,1
